genres,spotify_id,name,artist_id,artist,danceability,energy,speechiness,valence,file_path,main_genre,main_genre_encoded
hardstyle,2Xw9nJ8YyJ3TEKfHOlGyZX,Somebody Like Me (Mark With a K Remix),"4bi8SmsdSp5AoD6RFZjyjW, 4OPaH4YIqua9DUnI7t0fOQ","Xillions, Mark With a K",0.522,0.942,0.0498,0.305,../mp3songs/Hardcore_Techno_Hardstyle/Somebody Like Me (Mark With a K Remix).mp3,techno,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
techno,2qJvo0PQfsR3DGsWXYqvmo,I'm From Holland,0RMeG9M8QFzss9bAbq99KA,Maddix,0.682,0.977,0.0841,0.156,../mp3songs/TECHNO_BUNKER/I'm From Holland.mp3,techno,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
90s_house,3kdJEtRfy0SMVMyuwU8KJs,Trouble,1t6dTIhZsZgxGUHycTVnDZ,Joi Cardwell,0.62,0.847,0.0759,0.434,../mp3songs/90s_House_Classics/Trouble.mp3,dance,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
techno,1KMru1wRFP6Qhi2jjjQfSb,Feeling,"2jvTYwyzxK1FVYGEoKfZLQ, 4JM9MtRRutmQVooyHnFTD1","Cosmic Boys, Charles D (USA)",0.597,0.989,0.0473,0.434,../mp3songs/TECHNO_BUNKER/Feeling.mp3,techno,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
schranz,4SoXHqnSNOJD31twXA01Zj,Unholy Betrayal,1J0JESP0VUhLs4zYm62l5Q,Drakk,0.566,0.999,0.145,0.264,../mp3songs/SCHRANZ_2024_/Unholy Betrayal.mp3,techno,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
tekkno,7s3SFLkhBpmqaOnKWXryw2,Herr Locher,66GQqVO1U8zhksXsdgTfhD,Thekke,0.779,0.743,0.187,0.0964,../mp3songs/tekkno/Herr Locher.mp3,techno,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
groove_techno,15bRI3ASwq3yopUdL2u5U4,Shook Ones,3160Uht6QdGT17EECSPWAO,Alarico,0.693,0.854,0.0634,0.259,../mp3songs/Groove_Techno/Shook Ones.mp3,techno,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
hardstyle,6Syoygf65ZtZJCWkVENc1G,Icon - Radio Edit,"123hDJRbi4KtCdBaaKNHW6, 2AfGElfjqXuSyUny7dsj9p, 07E7avQ9K8W8Gr6BCx8aU9","Paul Elstak, Neophyte, Alee",0.475,0.911,0.0301,0.24,../mp3songs/Hardcore_Techno_Hardstyle/Icon - Radio Edit.mp3,techno,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
tekkno,687orBcQL4XP0Dnplk4POn,Gefühl von Schön,7cz1L007Cf3PCyhgejVnHY,Cracky Koksberg,0.567,0.804,0.0742,0.455,../mp3songs/tekkno/Gefühl von Schön.mp3,techno,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
jump_up_dnb,0sXmGPnlKBSaG9IqykQ2vL,On A Rampage - VIP Mix,"501MfkAIop4dRLvOqjlMHl, 3XJdOCSffaRYAxlvleKUbW, 38wGnQ9uC7XyV0TFHaEiO4","Murdock, Doctrine, VIP",0.702,0.872,0.232,0.102,../mp3songs/Jump-Up_Drum_and_Bass/On A Rampage - VIP Mix.mp3,dnb,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
tekkno,6ea3qTtGis3MoihEfrvETw,Rote Rakete,"4OWNHq6tL2TBSQgyzeu2Tw, 3ipwAlhwf1WC7DhDwpsqdw","Sitte, Eric Hardtekk",0.572,0.954,0.223,0.302,../mp3songs/tekkno/Rote Rakete.mp3,techno,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
techno,2IqFYZ4Vocia7PmzEZh67r,Escape From Planet Monday,"5lVNSw2GPci8kebrAQpZqU, 4bd80C9zdBA4vYZEJv7C4s, 2V431yZGG08uroH2CZAgur","Eli Brown, LUSU, Sarah de Warren",0.679,0.992,0.144,0.332,../mp3songs/TECHNO_BUNKER/Escape From Planet Monday.mp3,techno,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
jump_up_dnb,3E2ok61aTqjC6lClLvXZM1,Typhoon,1tSiIyp5dxfbEaS0nZGMEl,Basstripper,0.669,0.936,0.0789,0.619,../mp3songs/Jump-Up_Drum_and_Bass/Typhoon.mp3,dnb,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
techno,6X46ChKJJ1806YyCKcU1vq,Flow With Me,7MFugZiuQp41w92SA0zsG1,Metodi Hristov,0.611,0.88,0.0602,0.0758,../mp3songs/TECHNO_BUNKER/Flow With Me.mp3,techno,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
jump_up_dnb,1tiqZnaU8Od1dLSlDQuMqt,Let Me Go,22I9QWygJ2IfxR855VsA3t,Hedex,0.498,0.861,0.419,0.518,../mp3songs/Jump-Up_Drum_and_Bass/Let Me Go.mp3,dnb,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
hard_techno,2lRq3iCUdkORaTy12Z1koT,Crave,4QualaVaoF8vYnpJ5o8Pw6,Doruksen,0.612,1.0,0.156,0.0306,../mp3songs/HARD_TECHNO/Crave.mp3,techno,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
hard_techno,2Lk33v2irG9bnIgqH0cG8I,Listen To My Acid,6fjhNhp9IoeiZpEXq9AT2S,Nico Moreno,0.649,0.994,0.108,0.0346,../mp3songs/HARD_TECHNO/Listen To My Acid.mp3,techno,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
liquid_dnb,5BAeugjmBRsjlVK9pxX4kc,Satisfy My Soul,"24eQxPRLv3UMwEIo6mawVW, 022EiWsch2zvty0qBUksDO","Halogenix, Liam Bailey",0.512,0.89,0.796,0.0969,../mp3songs/Liquid_Drum_and_Bass/Satisfy My Soul.mp3,dnb,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
hardstyle,2PVqPbRv7mlCp2JYzDeMsc,Rainbow In The Sky - K & A's Radio Blast,123hDJRbi4KtCdBaaKNHW6,Paul Elstak,0.475,0.941,0.0345,0.262,../mp3songs/Hardcore_Techno_Hardstyle/Rainbow In The Sky - K & A's Radio Blast.mp3,techno,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
acid_techno,0AebWDXqgiFwqczWRKt2kP,Greater Purpose,"3jcvzSheHd14vjraXHLGPN, 2CEWXoABoT26HwBxv9Rfgl","Belocca, IZREAL",0.718,0.986,0.052,0.342,../mp3songs/ACID!_Best_Acid_Techno_Mix/Greater Purpose.mp3,techno,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
hardstyle,17DnHWO0WESaZzVcF6NapL,It's Called XTC,"4RbUYWWjEBb4umwqakOEd3, 0Ldjd0Z66CJ0rChWXx0jzB","Dr. Peacock, Billx",0.623,0.988,0.102,0.392,../mp3songs/Hardcore_Techno_Hardstyle/It's Called XTC.mp3,techno,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
hard_techno,3vDinFBFhPsTykopZhZuoi,STAY AWAY,1k0U51DXyjFk4YnLZUIMP9,6EJOU,0.528,0.979,0.1,0.168,../mp3songs/HARD_TECHNO/STAY AWAY.mp3,techno,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
schranz,5rUO6zydCM8cYwJMzCPK1K,Demolition Man,12g8oO9UggU3vxTYUTH7oO,Sandro Mure,0.572,0.935,0.0448,0.218,../mp3songs/SCHRANZ_2024_/Demolition Man.mp3,techno,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
groove_techno,3n0rE5Xnlc00kdnNE0YymY,Window - Nicolas Vogler Fast Mix,"1u59iCZW9quBysEErcQuuG, 4d8pj7EDYvxiQK1RsmNmVu","DJ Prim, Nicolas Vogler",0.748,0.938,0.0826,0.583,../mp3songs/Groove_Techno/Window - Nicolas Vogler Fast Mix.mp3,techno,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
hard_techno,2gPgg1kOJ3LJZQwwKVCRhh,Real Lies,0bMxsn0N2APrVga72XmQJ4,APHØTIC,0.619,0.998,0.0509,0.498,../mp3songs/HARD_TECHNO/Real Lies.mp3,techno,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
tekkno,6v4rgvGfZ4HaktNKPfdq8Z,Gestolen Dans,1VUJKr3KhxYKehVyXUZ8c8,Verzetsstrijder,0.549,0.957,0.194,0.402,../mp3songs/tekkno/Gestolen Dans.mp3,techno,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
jump_up_dnb,310HzOvQjplNN4P2eUA0up,The Slasher,2yJbiseBZFvrCK5GueLnk7,Tsuki,0.7,0.942,0.124,0.468,../mp3songs/Jump-Up_Drum_and_Bass/The Slasher.mp3,dnb,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
schranz,4LsYdWDeumtYjMndQVcA94,Toter Schmetterling,"6H77vD9YyhyxHBTkRpbMBk, 0mgoNP0DrkKktInN298H4u","Klangkuenstler, Sant",0.627,0.931,0.48,0.119,../mp3songs/SCHRANZ_2024_/Toter Schmetterling.mp3,techno,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
hard_techno,2nMMR3I4OkCx2bXSEenuHB,Paro Hour,3YMs2NjzmU8oc5muj4LxgL,Luciid,0.709,0.938,0.175,0.0458,../mp3songs/HARD_TECHNO/Paro Hour.mp3,techno,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
acid_techno,32eYyx0kKqsgZkMthhdZWo,Pounding Night,4x3FMOF0ulR4kFBdanXmNV,Andrej Meyer,0.646,0.861,0.0576,0.171,../mp3songs/ACID!_Best_Acid_Techno_Mix/Pounding Night.mp3,techno,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
hardstyle,2dmm1os6bkMtHsn8Ei7PMI,Cummin on Ur Face,"4OoHneMX97SjUXKWgsyrP4, 7zKk52i6Ad4So5HltHRPa9","GPF, MC Jeff",0.666,0.958,0.0807,0.0631,../mp3songs/Hardcore_Techno_Hardstyle/Cummin on Ur Face.mp3,techno,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
tekkno,2edvk8HgOTUFX7pyBDX1tk,Porzellanzähne,2iElooMfZXTC3kkoNz9tRN,Actek,0.88,0.99,0.198,0.627,../mp3songs/tekkno/Porzellanzähne.mp3,techno,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
tekkno,3XbWPlV7jY3ldjdHL1S2Sp,Maschinen Terror,"3Rdg7tfjdCB05Gce6Kj4j3, 7hQnYsIbhuSDXyUCpnedZj","Hardtekk Channel, Ace-ton",0.566,0.864,0.0449,0.234,../mp3songs/tekkno/Maschinen Terror.mp3,techno,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
schranz,23Z08nRmrVB76agod1K8xG,Drop! - Original Mix,7aduJdjVqq0HB0NKxxLewT,Noemi Black,0.54,0.999,0.0753,0.225,../mp3songs/SCHRANZ_2024_/Drop! - Original Mix.mp3,techno,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
hardstyle,1It7uqnXBxEqUpge0d2D7O,Louder,"1x0ScxgiyFRQDKT4VwcLHa, 123hDJRbi4KtCdBaaKNHW6, 336uo4pepsX5ZYL65HzWLO","LNY TNZ, Paul Elstak, Mc Ruffian",0.554,0.953,0.0752,0.693,../mp3songs/Hardcore_Techno_Hardstyle/Louder.mp3,techno,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
jump_up_dnb,2umTrcMcN528o2ye7X57yl,Minions,"3tqP8M8g7a6J3YSllyuqxE, 5MGgLwsKBivm7H5lJn5xRu","Arnone, Mollie Collins",0.661,0.886,0.0509,0.48,../mp3songs/Jump-Up_Drum_and_Bass/Minions.mp3,dnb,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
tekkno,3I2FDCTgAwv51fHtDqOphp,Tante Emma,66GQqVO1U8zhksXsdgTfhD,Thekke,0.807,0.92,0.0509,0.601,../mp3songs/tekkno/Tante Emma.mp3,techno,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
neurofunk_dnb,6GM93QLita5nZknl6G2s4M,Concussion - Mefjus Remix,"4YWj8sohRDjL9deiuRvEEY, 54qqaSH6byJIb8eFWxe3Pj","Noisia, Mefjus",0.607,0.98,0.25,0.396,../mp3songs/Neurofunk_Drum_and_Bass/Concussion - Mefjus Remix.mp3,dnb,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
jump_up_dnb,6QkgBMYK65ePT4cwLtwuVp,Style and Pattern,"2NulB6PgEgcSAtoDaRjSEY, 0MCjjfN9OLfm2dpby7kwBU","M Dot R, Shabba D",0.632,0.936,0.3,0.366,../mp3songs/Jump-Up_Drum_and_Bass/Style and Pattern.mp3,dnb,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
schranz,60l4uYVIN9ScI1vfjxUmXA,Ravers Dont Want Redemption - Withecker Remix,"6qAF25nAFjQalhuWfwI7Ii, 56TJVv8Jz2ofH1yaYLlqCE","CRØ, Withecker",0.599,0.998,0.216,0.069,../mp3songs/SCHRANZ_2024_/Ravers Dont Want Redemption - Withecker Remix.mp3,techno,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
jump_up_dnb,26oU7jk019nkdSSzcclM4r,Do Your Thang - VIP,4D6frglSGSAHoK7W5rp92j,Subsonic,0.722,0.936,0.0773,0.632,../mp3songs/Jump-Up_Drum_and_Bass/Do Your Thang - VIP.mp3,dnb,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
groove_techno,3q9o2XeYI1DJExRZA7ifmS,Sounds from the Past II,50lWJNqkiXbArrMgzeBBr9,Lars Huismann,0.754,0.99,0.0404,0.39,../mp3songs/Groove_Techno/Sounds from the Past II.mp3,techno,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
hardstyle,6LQVK3SpQ8HhcshNDBABig,Heartcore,7jp5R1aY7kmwBYX3jIu9yk,Jebroer,0.61,0.973,0.0515,0.465,../mp3songs/Hardcore_Techno_Hardstyle/Heartcore.mp3,techno,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
jump_up_dnb,7yGVdewc0VRmAMdKH0HwEL,Lady Killaz,1h8wkWuZQKyDiwbLogtoL0,Mozey,0.735,0.957,0.143,0.732,../mp3songs/Jump-Up_Drum_and_Bass/Lady Killaz.mp3,dnb,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
hard_techno,4HcjdZLmmsU1jhUzxw93dr,Direct It To The Roof - RIOT CODE Remix,"1Ujj9Jh1Z4tDJ4j6qGRml8, 014MCldxKfmqOwFhWcTmwo","AZYR, RIOT CODE",0.568,0.991,0.144,0.221,../mp3songs/HARD_TECHNO/Direct It To The Roof - RIOT CODE Remix.mp3,techno,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
tekkno,0L0kAfM5LCWm0OGhEBrd5x,Mein Freund Meik,66GQqVO1U8zhksXsdgTfhD,Thekke,0.612,0.921,0.0861,0.29,../mp3songs/tekkno/Mein Freund Meik.mp3,techno,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
techno,1FubT3w22RMHC3vreAL7cH,Roar,1lJhME1ZpzsEa5M0wW6Mso,Charlotte de Witte,0.752,0.858,0.0757,0.262,../mp3songs/TECHNO_BUNKER/Roar.mp3,techno,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
hardstyle,5gvOmg1u7B3WxBjbHMd4lK,Radioactive,"1wuQQfTDZhgNb4GJyhThUs, 4OPaH4YIqua9DUnI7t0fOQ, 4L1laVKEoqZUStgFHylyDa, 5NUaGHWxd57phABMyucacm","Warface, Mark With a K, Jasmine McGuiness, DV8 Rocks!",0.561,0.892,0.145,0.0742,../mp3songs/Hardcore_Techno_Hardstyle/Radioactive.mp3,techno,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
acid_techno,2TDWkV8E75c23GPw9B1Td2,Don't Flex,40JyDxGqtYSowWYT2jaive,Alan Fitzpatrick,0.84,0.946,0.158,0.0482,../mp3songs/ACID!_Best_Acid_Techno_Mix/Don't Flex.mp3,techno,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
schranz,3Q1Oh4ZmlM40jPdtkvl5LE,FIRE IN THE BOOTH,"4f1He8bxNYKr00NVwjtiWG, 2RiC3YaPSftsTmnZdDCtE0","BAIRD, Skoden",0.662,0.953,0.102,0.0392,../mp3songs/SCHRANZ_2024_/FIRE IN THE BOOTH.mp3,techno,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
hard_techno,2asSqmR3KgJLbZjz08NMHU,Crowd Control,41GRjz5PGO2O66R6aHLVhm,OMAKS,0.684,0.991,0.122,0.61,../mp3songs/HARD_TECHNO/Crowd Control.mp3,techno,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
acid_techno,474WWoK39G1e61eCBolDI2,Together - Acid Rave Version,0MnbWZjm9z5LJewMuB7s5X,Camea,0.558,0.922,0.0438,0.0517,../mp3songs/ACID!_Best_Acid_Techno_Mix/Together - Acid Rave Version.mp3,techno,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neurofunk_dnb,4199wNh5vEjgYuRJ2zAsk8,After All,"6t8zNT4dr6fv5nKFrsnH9h, 3Y43xMeiPftAookVOSKu1Y","MEL, Gid Sedgwick",0.512,0.901,0.0553,0.113,../mp3songs/Neurofunk_Drum_and_Bass/After All.mp3,dnb,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
acid_techno,1aR3XDuJI9P49QE7Krh4bV,You and Me,679xKCdF1dBRH0gGgZfcCC,Kaspar,0.734,0.998,0.0676,0.149,../mp3songs/ACID!_Best_Acid_Techno_Mix/You and Me.mp3,techno,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
liquid_dnb,1XBBDRJkw5eQOS7uz3pG3z,Jealousy,0qpokmnvq1MOYl954iVq7x,Emperor,0.622,0.826,0.0659,0.254,../mp3songs/Liquid_Drum_and_Bass/Jealousy.mp3,dnb,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
tekkno,6TOTcAaGe5WJTTeb2u8qvt,Bla Bla Hard,3nnF5ol598jvBGSwnMzQtD,Fast Rage,0.696,0.945,0.195,0.661,../mp3songs/tekkno/Bla Bla Hard.mp3,techno,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
techno,1YB65Lo727ADbfvuFax3Fe,Latin Lovers - Joyhauser Remix,"2xeHjPrS4EnEUIXHV9pkeg, 59a1Bp0JQfL2mGnpL0lW2Y","Monika Kruse, Joyhauser",0.643,0.983,0.0561,0.383,../mp3songs/TECHNO_BUNKER/Latin Lovers - Joyhauser Remix.mp3,techno,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
neurofunk_dnb,2QNhQiUiQcqjqv1AXYDCBZ,Dopamine Hits,"54qqaSH6byJIb8eFWxe3Pj, 6iwQ21ctUhnKozPAQx6zyC","Mefjus, Maksim MC",0.531,0.986,0.395,0.428,../mp3songs/Neurofunk_Drum_and_Bass/Dopamine Hits.mp3,dnb,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
hard_techno,1hHV40TOnHtOMCSjbTJhq9,RED BUNKER,1k0U51DXyjFk4YnLZUIMP9,6EJOU,0.537,0.999,0.0529,0.382,../mp3songs/HARD_TECHNO/RED BUNKER.mp3,techno,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
groove_techno,23gwZowmBlk8JmwWr0ZqcP,Nocturnal Animals,7vRc0koYRGI3t6EUHS6uza,Lasse,0.748,0.972,0.0756,0.52,../mp3songs/Groove_Techno/Nocturnal Animals.mp3,techno,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
hardstyle,4EncVGXlw9yTuaPXMRLTw1,Vaderland,"0aKXalHKVzkLJ6aeUY3HMf, 7jp5R1aY7kmwBYX3jIu9yk, 3Lu9zTGOtzT2MZpfxdaHJv","Outsiders, Jebroer, The Darkraver",0.442,0.891,0.0619,0.273,../mp3songs/Hardcore_Techno_Hardstyle/Vaderland.mp3,techno,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
hardstyle,1Othclu13izG3c1oFKbbMJ,Leven Voor De Rave,"0aKXalHKVzkLJ6aeUY3HMf, 2dQgOfBP52UwjegY8FwJAY, 2ylIKKdMukkuprCgY4ZDFE","Outsiders, The Partysquad, Donnie",0.576,0.936,0.0711,0.655,../mp3songs/Hardcore_Techno_Hardstyle/Leven Voor De Rave.mp3,techno,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
90s_house,3U6w4KTpZm7jhqmGJEzRW5,Love Come Down - Club Vocal Mix,0ELXBCSsRl2m92MgnOsA69,Alison Limerick,0.671,0.829,0.04,0.743,../mp3songs/90s_House_Classics/Love Come Down - Club Vocal Mix.mp3,dance,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
90s_house,78F73J161TlcsWC7JckBZi,How Do I Let Go,"0MGTHZpAGf7isSfw8yMIoi, 0bDOIlJ0JD5pIKym4tvSNq","Dennis Ferrer, K.T. Brooks",0.823,0.866,0.0386,0.985,../mp3songs/90s_House_Classics/How Do I Let Go.mp3,dance,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
jump_up_dnb,7eXffr0Q7AXWWjFOJ51IBp,Popular - Friction Remix,"1j95lMtVC9QwnVbifoVy60, 5xdizdgbQQvGAgAolGhpXr","Upgrade (UK), Friction",0.489,0.938,0.112,0.462,../mp3songs/Jump-Up_Drum_and_Bass/Popular - Friction Remix.mp3,dnb,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
techno,5Tvlqx7h4uLLRkr5EILrnt,Takata,6ArtT03Hv9H55Y3EVa7d2V,The Rocketman,0.596,0.991,0.0576,0.374,../mp3songs/TECHNO_BUNKER/Takata.mp3,techno,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
90s_house,4h4AEqy0iBbjdlbtWvIx5O,Get Get Down,4BqZuFqHJ8CLn3ig0f1m0G,Paul Johnson,0.879,0.95,0.0746,0.615,../mp3songs/90s_House_Classics/Get Get Down.mp3,dance,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
techno,4ttnKIB1B7h4fitjbsNyNE,Bahrain,7t6VUymL8RQKVqKQW9VTLl,A.D.H.S.,0.582,0.964,0.0434,0.347,../mp3songs/TECHNO_BUNKER/Bahrain.mp3,techno,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
hard_techno,0Nn6WE6QIKaevIXZh2qdCF,Obsession,5llw3jYyaK1eBCYkbrjcGX,Rian Wood,0.625,0.955,0.0462,0.0498,../mp3songs/HARD_TECHNO/Obsession.mp3,techno,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
hardstyle,6jzqY97VGs6UqEhAVOuGRz,Our Church,"6C0KWmCdqrLU2LzzWBPbOy, 4f0OXMMSxr0r8Ztx6CdpAl","Headhunterz, Sub Zero Project",0.477,0.957,0.26,0.117,../mp3songs/Hardcore_Techno_Hardstyle/Our Church.mp3,techno,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
techno,4EMEqHr2OoobVApJlz4sV2,ENERGY,0xgdNNa5mIbnJKp8AG8S4z,Victor Ruiz,0.642,0.982,0.054,0.305,../mp3songs/TECHNO_BUNKER/ENERGY.mp3,techno,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
hard_techno,2FyJOVgdKNOQMF8zFxgCPN,Crying in your sleep,4Rat60SKnFgSivmiwMh25U,Raxeller,0.639,0.988,0.0471,0.308,../mp3songs/HARD_TECHNO/Crying in your sleep.mp3,techno,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
hardstyle,3EVGndtCHoHq9kherxuhT2,Leven Na De Dood,"7jp5R1aY7kmwBYX3jIu9yk, 1naX4fxuRaDFlj9tGfIUZk","Jebroer, Dr Phunk",0.591,0.876,0.0571,0.433,../mp3songs/Hardcore_Techno_Hardstyle/Leven Na De Dood.mp3,techno,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
90s_house,63k11xpe5cqZAIPyWgVyvL,"Make It On My Own - 12"" Club Mix","0ELXBCSsRl2m92MgnOsA69, 1w2vC8mujXXoXYTVRxJybN","Alison Limerick, Steve Anderson",0.719,0.793,0.0466,0.825,"../mp3songs/90s_House_Classics/Make It On My Own - 12"" Club Mix.mp3",dance,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
liquid_dnb,28bxBvsA2B8685eMYNFCIP,Green Silk,7LzWa2AUty3RU0znyhG70N,Mohican Sun,0.622,0.832,0.0539,0.351,../mp3songs/Liquid_Drum_and_Bass/Green Silk.mp3,dnb,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
hardstyle,6oFIyId0ncNJro5tbQrbMG,Poison Spitter (Official Snakepit 2018 Anthem),"5yirHkilaq4YSjO9BY6oy3, 7fyZZzdEhPZmZWrqrYS0tl","N-Vitral, BOMBSQUAD",0.364,0.989,0.428,0.187,../mp3songs/Hardcore_Techno_Hardstyle/Poison Spitter (Official Snakepit 2018 Anthem).mp3,techno,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
liquid_dnb,3yD4C30aUJEfwsVp59efPv,Your Ghosts,"1yOKWVERbo2WSQb9kcsNbH, 4ekz31MQco5FA7cpZ6N27o","Mitekiss, Breezy Lee",0.368,0.871,0.128,0.239,../mp3songs/Liquid_Drum_and_Bass/Your Ghosts.mp3,dnb,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
neurofunk_dnb,4n0bY7nhHGiT1wQMC0KRPb,Shift,"4YWj8sohRDjL9deiuRvEEY, 5Y7rFm0tiJTVDzGLMzz0W1","Noisia, IMANU",0.519,0.935,0.281,0.142,../mp3songs/Neurofunk_Drum_and_Bass/Shift.mp3,dnb,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
groove_techno,4w0iPMOwVPsaglKwiyEWcG,Newkeys,"0h3LDqJWxHfdM76kVnfGcY, 1WKrzlDOV5WrA9eACq8VRi","CRAVO, VIL",0.728,0.992,0.0696,0.23,../mp3songs/Groove_Techno/Newkeys.mp3,techno,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
90s_house,1VLEbclmTbYS9Rdp1b90Yf,Move Your Body,2oSihaE9ObkcZVx2LAxySj,Xpansions,0.726,0.72,0.0448,0.659,../mp3songs/90s_House_Classics/Move Your Body.mp3,dance,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neurofunk_dnb,41JyOI4feB5z5vK6asNeo5,Miracle - REAPER Remix,"6iPbI11utXY9CVhX6SPXEg, 24kY0bUku58QhWv5WFFXaf","Nitepunk, REAPER",0.417,0.89,0.153,0.26,../mp3songs/Neurofunk_Drum_and_Bass/Miracle - REAPER Remix.mp3,dnb,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
